,location_info,location_href,date_time,date_title,main_text
10,커퍼시티,https://www.instagram.com/explore/locations/102231355370827/,2022-07-09T05:47:38.000Z,"7월 9, 2022",".
시간이 됐구나
생각조차 못했는데
너무 빨리 너무 빨리
아무 것도 하지 못한채로 또

후회는 없냐고
웃으며 너에게 물었어
무너진 마음을 애써 들키지는 않으려

#여름밤 #캐스커 #casker"
11,SICILIseoul,https://www.instagram.com/explore/locations/101924328420489/siciliseoul/,2022-07-09T05:41:42.000Z,"7월 9, 2022","🍽 완벽한 밸런스의 이탈리안 다이닝

요즘 주목받는 이탈리안 레스토랑들 상당수가 생면 파스타 위주로 구성된 파스타 코스를 내세우고 있는 느낌입니다. 이곳은 점심엔 파스타 단품 메뉴로 운영하지만, 저녁에는 좀더 넓은 범위의 음식을 경험할 수 있는 다이닝 코스로 운영합니다. 저는 고민하다 저녁에 방문했는데, 굉장히 만족스러운 경험이었어요. 음식의 종류가 많아 특히 인상적이었던 몇 가지만 소개할까 합니다.

우선 첫 번째 사진의 프레쉬함이 느껴지는 화사한 색감의 요리는 농어입니다. 신맛과 단맛의 밸런스가 좋은 소스에 과일과 허브, 그리고 얇게 슬라이스한 아스파라거스의 아삭아삭한 식감이 더해진 완벽한 디쉬였습니다. 입맛을 제대로 돋우면서 코스에 대한 기대감을 한껏 끌어올려주는 요리였어요.

갑오징어 라비올리도 재미있었는데, 아래에는 관자와 채소, 바냐카우다 소스가 깔려있고, 갑오징어를 만두피처럼 얇은 두께로 슬라이스해서 그 위를 덮었습니다. 맛도 맛이지만 얇은 갑오징어의 식감이 참 재밌었어요.

가게의 시그니쳐 파스타라고 해서 추가금을 지불하고 주문한 전갱이 파스타도 인상적이었어요. 입에 딱 달라붙는 면과 소스에 전갱이 살의 감칠맛이 올라오고, 여기에 바삭한 크럼블이 더해져 식감을 좀더 풍부하게 만들어줍니다. 시그니쳐라고 할 만한 디쉬였고, 저녁에 방문하신다면 하나 정도 추가해서 꼭 맛보길 추천드립니다.

여기 다 적지는 않았지만 다른 메뉴들도 다 맛있었어요. 전체적으로 맛의 밸런스가 기가 막히게 잡혀있다는 생각이 들었고, 층층이 배치된 식감과 화사한 색감 덕분에 맛보는 재미와 씹는 재미, 보는 재미를 동시에 느낄 수 있었습니다. 조만간 점심에도 방문해볼 생각입니다.

#한남동 #시칠리

📌 기본 정보
주소 : 서울 용산구 이태원로55가길 13
공지 : @sicili_liheungju
예약 : 캐치테이블
영업시간 : 수-일 파스타 12:00-14:30 / 다이닝 18:00-22:00

📌 메뉴 정보
- 디너 코스 135,000원
- 전갱이 파스타 (추가) 15,000원
- 와인 페어링 3잔 55,000원, 4잔 75,000원

📌 주의 사항
- 디너 와인 주문 필수
- 콜키지 테이블당 1병 제한, 5만원
- <라인드한남> 앞 부스에서 발렛 가능

#빈희맛집_파스타 #빈희맛집_다이닝
#빈희맛집_한남동 #빈희맛집_이태원"
12,,,2022-07-09T05:42:18.000Z,"7월 9, 2022",#서울맛집 #성수맛집 #강남맛집 #이태원맛집 #맛집 #JMT #오늘뭐먹지 #맛집추천 #먹방 #먹스타그램 #야식 #요리 #데이트코스 #데이트맛집 #쿡스타그램 #요리스타그램 #핫플 #서울핫플 #온더테이블 #카페 #카페투어 #소통 #일상 #선팔 #맞팔 #먹팔 #팔로우 #좋아요 #데일리
13,,,2022-07-09T05:40:28.000Z,"7월 9, 2022",#서울맛집 #성수맛집 #강남맛집 #이태원맛집 #맛집 #JMT #오늘뭐먹지 #맛집추천 #먹방 #먹스타그램 #야식 #요리 #데이트코스 #데이트맛집 #쿡스타그램 #요리스타그램 #핫플 #서울핫플 #온더테이블 #카페 #카페투어 #소통 #일상 #선팔 #맞팔 #먹팔 #팔로우 #좋아요 #데일리
14,,,2022-07-09T05:36:33.000Z,"7월 9, 2022",".
요즘 해피어에게 사랑받는 아이템 조합은 무엇일까요?
바로 머그컵 + 선물 봉투 세트!❤️

너무 힘준 선물은 부담스러울 것 같고,
그렇다고 절대 대충 주고 싶지는 않은!!
꾸안꾸에 위트 한 방울 담은 선물을 찾는 해피어에게 강추!😉

선물 봉투 세트는 모임에 나갈 때 가벼운 선물을 담아
나눠주는 용도로도 정말 좋더라구요!
주는 사람, 받는 사람 모두 기분 좋은 순간으로 남아서
분위기도 UP!😆

즐거운 주말 해피어마트는 오늘도 열려있어요!
해피어마트 방문 예정이라면
네이버 예약 페이지로 고고~!☘️

-
📌 해피어마트 운영 시간 안내⠀⠀⠀⠀⠀
▫️수 - 목 / 12:30~19:30⠀⠀⠀⠀⠀
▫️금요일 / 12:30~19:30(브레이크 타임/14:00~16:00)⠀⠀⠀⠀⠀
▫️토 - 일 / 13:00~19:00(예약방문/당일 예약가능)⠀⠀⠀⠀⠀
▫️월 - 화 / 정기 휴무⠀⠀⠀

-⠀⠀
All about OH, LOLLY DAY💛⠀⠀⠀⠀⠀
HAPPIER MART!⠀

#오롤리데이 #ohlollyday #old_happier ⠀⠀⠀
#happiermart #해피어마트 #해피어마트성수
#비해피어캠페인 #누구나해피어가될수있어"
15,,,2022-07-09T05:30:47.000Z,"7월 9, 2022",
16,,,2022-07-09T05:28:01.000Z,"7월 9, 2022","22년 밍의 아트 큐레이션 no.7
: 사람의 기억을 다룬 흥미로운 전시💭

🎨#국립현대미술관 #나너의기억

🧩국립현대미술관 서울관에서 열리고 있는 전시
나너의기억 전입니다.
급변하는 시대 속 사람의 기억에 초점을 맞춘
키네틱아트, 비디오아트, 설치미술 등
다양한 작품을 만나실 수 있어요.

그 중에서도 특히 기억에 남는 세 작품 소개해드릴게요!

✔️양정욱작가의 피곤은 언제나 꿈과 함께.
사람을 끌어당기는 매력을 가진 작품이었어요.
경비원이 조는 모습을 보고 만들었다고 하는데
어떻게 이런 작품을 만들 생각을 할 수 있었을까요.
연결되어있는 실타래와 움직임은 기억과 경험이 연결되어
타고타고 새로운 곳으로 모험을 하는 과정같기도 했고,
꿈공장이 있다면 저런 느낌일까 하는 생각도 들었습니다.

✔️인간 기억의 불완전성과 편협함을 상기시키는 작품.
임윤경작가의 큐엔에이는 문답형식의 다큐멘터리 작품인데
묘하게 계속 바라보게 되는 매력이 있었어요.
서로가 서로의 기억에 어떻게 남아있게 될지,
한 사건을 두고 서로의 기억은 어떻게 다른지.
이런 기억의 차이는 언제나 흥미로운 주제같아요.

✔️뮌의 오디토리움. 이번 전시의 비주얼을 담당하는 작품.
몇십개의 미니 영화세트장같은 것들이
층층이 쌓여있고 움직입니다.
작품의 뒷면을 바라볼 수 있도록 통로를
만들어 놓은것이 인상적이었는데,
멋진 그림자와는 반대로 예상치 못하게
초라한 이면이 많은걸 생각하게 만들었어요.

이외에도 다양한 작품들이 있으니
꼭 한번 다녀와보시기를 추천드립니다!:)

📍전시장 방문 전 꿀팁 두가지!
✔️여기는 월요일 휴관이 아니라는 점!
✔️통합권 4천원만 내면 국현의 다른 전시까지 모듀 관람가능!"
17,Coex,https://www.instagram.com/explore/locations/214957979933448/coex/,2022-07-09T05:14:47.000Z,"7월 9, 2022","📌코엑스 <서울일러스트레이션페어> 일명 서일페✨

💛장소: #코엑스 D hall
💛기간: 7월 7일~10일(일요일)까지
💛전시 시간: 오전 10시~ 오후 7시(입장은 마감 한 시간 전 제한‼️)
💛 예매 방법 네이버 플레이스!

❤️ 예매 링크, 부스 사진이나 관련된 꿀팁 및 후기는 프로필에 기재된 링크 블로그🌿에서 확인하실 수 있으십니다❤️

#서울전시회 #서울일러스트레이션페어 #서울일러스트페어 #서일페 #서일페후기 #서울핫플 #서울데이트 #서울데이트코스"
18,서울숲컨서번시 Seoul Forest Park Conservancy,https://www.instagram.com/explore/locations/765907500202303/seoul-forest-park-conservancy/,2022-07-09T05:16:45.000Z,"7월 9, 2022","🌻 안녕난요정 신상입고 안내 🌻

#안녕난요정 귀여운 신상 스티코랑 마테 입고 ! 💛

이번신상 진짜 미친 귀여움,,➰
꽃쓰고있는 오리 진짜,, 귀여워서 기절,,🐤

젤리푸딩 스티커는 말모말모💛
진짜 젤리처럼 투명해서 더 예쁜거 이쬬?😙
원래 인기많은 밤토끼눈 마테로 봐도 너무 귀엽다는고👀✨

ᴍᴀᴋᴇ ᴏғ ɴᴇᴡ ᴅᴀʏ ಇ
-
🏠 서울 성동구 서울숲길 51-1 B1 🏠
🚚 전제품 택배 ᴏʀ 준등기 가능 🚚
🧸 DM & 오픈카톡 문의 🧸"
19,,,2022-07-09T05:08:16.000Z,"7월 9, 2022","협찬
유명한 곳은 이유가 있는 것 같아욤.
고기 맛을 느껴보시면 아시겠지만 정말..
잘 숙성시킨 고기의 찐하고 깊은 육즙을 느껴볼 수 있어욤
사이드 메뉴는 또 왜 이렇게 맛있는지 고기와의 조합이 완전 상상 그 이상!
한마디로 꼭 먹어보세욤!!
#원조부안집영등포역점
-
-
-
-
-
#삼겹살맛집 #돼지고기맛집 #영등포맛집 #숙성고기 #숙성삼겹 #영등포역맛집 #숙성고기맛집 #영등포역맛집원조부안집 #맛집소개 #맛집스타그램 #영등포맛집추천 #영등포고기집 #서울핫플 #서울핫플레이스"
20,강남논현동,https://www.instagram.com/explore/locations/249582512/,2022-07-09T05:06:48.000Z,"7월 9, 2022","𝓶𝓪𝓴𝓮 𝓲𝓽 𝓬𝓸𝓾𝓷𝓽

#치킨 #치킨맛집 #후라이드치킨 #집반찬#혼밥#강남핫플#술집추천#서울맛집#먹스타그램#맛스타그램#술집#서울맛집#맛집추천#먹방#소통#먹부림#서울핫플#좋반#좋아요반사#먹방투어#맛집투어#셀피#데이트코스#맛집탐방#뷰티스타그램#룩스타그램#인친#셀스타그램 #데일리룩 #인생샷 #집밥"
21,낙성대역,https://www.instagram.com/explore/locations/417702875/,2022-07-09T05:04:55.000Z,"7월 9, 2022","𝓶𝓪𝓴𝓮 𝓲𝓽 𝓬𝓸𝓾𝓷𝓽

#제육볶음 #제육덮밥 #중화제육 #집반찬#혼밥#강남핫플#술집추천#서울맛집#먹스타그램#맛스타그램#술집#서울맛집#맛집추천#먹방#소통#먹부림#서울핫플#좋반#좋아요반사#먹방투어#맛집투어#셀피#데이트코스#맛집탐방#뷰티스타그램#룩스타그램#인친#셀스타그램 #데일리룩 #인생샷 #집밥"
22,우리지베서~♡,https://www.instagram.com/explore/locations/368110153236283/,2022-07-09T05:00:49.000Z,"7월 9, 2022","𝓶𝓪𝓴𝓮 𝓲𝓽 𝓬𝓸𝓾𝓷𝓽

#삼겹살 #삼겹살맛집 #버섯구이 #집반찬#혼밥#강남핫플#술집추천#서울맛집#먹스타그램#맛스타그램#술집#서울맛집#맛집추천#먹방#소통#먹부림#서울핫플#좋반#좋아요반사#먹방투어#맛집투어#셀피#데이트코스#맛집탐방#뷰티스타그램#룩스타그램#인친#셀스타그램 #데일리룩 #인생샷 #집밥"
23,,,2022-07-09T04:56:19.000Z,"7월 9, 2022","이상하다..난 분명 간단히 먹으러 들어갔는데
눈떠보니 폭풍흡입을 하고 있더라는..
이게 다 고기가 너무 맛있는 김일도 서초점 때문이야!ㅠㅠ
게다가 사이드는 또 왜캐 맛있는데ㅠㅠ
와..진짜 여기가 천국인가 싶었다.. 이렇게 맛있어도 되나 싶네..
진짜 여기는 단골이 될수밖에 없을듯!!
#사람사는고깃집김일도서초점
.
.
.
.
#강남맛집#서초동맛집#회식장소#회식장소추천#핫플#핫플레이스#남부터미널맛집#서초맛집김일도#서울핫플#서초맛집#서울핫플레이스#남부터미널맛집#데이트#데이트맛집"
24,여의도,https://www.instagram.com/explore/locations/237753419/,2022-07-09T04:55:26.000Z,"7월 9, 2022","#협찬#청기와타운여의도점
여의도에도 드디어 청기와타운 오픈❤️‍🔥❤️‍🔥 청기와타운하면 수원왕갈비😍 고기가 이렇게 부드러워도 되나 할 정도로 넘 부드럽고 굿굿🫶🏻 추가로 시킨 육회도 랭면도 밑반찬 하나하나도 넘넘 맛있는 청기와타운! 서울 지역에 많이 오픈중인데 요즘 올세권도 중요한데 #청세권 인지 확인해보고 가보세요! 마지막으로 여의도점 점장님 매우매우 친절👍🏻👍🏻 집근처인 여의도에 생겼으니 또 가야지😘 내돈내산으로 다녔는데 오픈 기념으로 초대해주신 대표님 감사해요🫶🏻 @c_town333 대박나세요❤️‍🔥❤️‍🔥❤️‍🔥
#청기와타운 #청기와타운여의도점 #여의도맛집 #서울핫플 #먹스타그램"
25,연남동,https://www.instagram.com/explore/locations/108082669220365/,2022-07-09T04:51:30.000Z,"7월 9, 2022","백종원님이 천상의 맛이라고 극찬하여 유명하진 카이막!!😇

✅#연남 #논탄토

커피 본연의 맛을 느낄수 있는 스폐셜티, 커피 전문점! 터키식 오리지널 커피 체즈베를 선보이고 있지만, 터키의 디저트! 카이막을 만날 수 있는 논탄도에 다녀 왔습니다🙋‍♂️

☑️카이막 7,5
크림치즈와 버터, 생크림을 엄청 고급스럽게 합친맛!! 뭔가 익숙하지만, 어쨋든 맛있는맛‼️
토스트에 꿀이랑 함께 발라 먹으면 달달함이 차오릅니다👍 이래서 백종원선생님께서 천상의 맛이라고 표현을...🤩

☑️체즈베 온두라스 5,5
☑️체즈베 이디오피아 6,5
체즈베는 뜨거운 모래를 이용해 브루잉하는 커피 추출도구로, 터키식 커피 또는 이브릭 커피라고도 불리며, 샌드커피로 잘 알려져있다고 하네요!
원두에 대해선 사장님께서 친절하게 설명해주셨어요👍

논탄토는 신촌, 연남, 신사점이 있어서 가까운곳으로 달려사시면 될 것 같습니다😎 터키식 커피와 디저트는 한국에 파는곳이 많지 않아 경험하기 쉽지 않지만, 한번 경험하면 달달함의 충격!! 행복한 경험🥰
직접 모래에 브루잉해주시는 과정도 새로운 재미 있었습니다.👍

❎️논탄토커피(@nontanto.roasters)
서울 마포구 동교로 212-16

#홍대카페 #먹스타그램 #먹팔 #먹팔맞팔 #먹방스타그램 #맛집추천 #디저트 #디저트맛집 #디저트카페 #터키디저트 #샌드커피 #카이막 #서울핫플 #서울카페 #망원카페 #홍대 #연남동 #마포맛집 #홍대맛집 #연남동맛집 #연남동카페 #연남동데이트 #연남동핫플 #카이막 #foodphotography #foodporn #foodie #foodstagram"
26,cafedrowsy,https://www.instagram.com/explore/locations/109776321425232/cafedrowsy/,2022-07-09T04:50:06.000Z,"7월 9, 2022",내 mam에 쏙 드로우지 ➰ @cafedrowsy 🐶🫶🏻💗
27,,,2022-07-09T04:44:52.000Z,"7월 9, 2022","크으~ 안주가 전부 다 깔끔하고 너무 맛있어서
술 한잔 하기 굿굿!! 메뉴가 정말 다양하고 저렴해서
먹고싶은 안주를 막 시켜도 부담이 1도 없다!!
꽃다운주점 목동점 진짜 너무너무 좋당ㅜㅜㅜ
.
.
.
.
.
#꽃다운주점목동점#목동맛집#목동역맛집#목동술집#서울맛집#목동역데이트#목동데이트#목동맛집꽃다운주점#목동핫플#서울핫플#서울데이트#안주#안주맛집"
28,,,2022-07-09T04:28:55.000Z,"7월 9, 2022",여름밤의 꿈
29,코우키,https://www.instagram.com/explore/locations/100756955017516/,2022-07-09T04:29:47.000Z,"7월 9, 2022","주말 시작합니다! 코우키에서 봬요!

-"
30,,,2022-07-09T04:04:25.000Z,"7월 9, 2022","🤍 진주 시리즈를 만들어봤어요 ! 각기 다른 3개 종류의 담수진주로 만들어서, 각자 고유한 분위기가 나는 것 같아요 ✨

아직도 비즈반지가 몇천원짜리 밖에 안되는 장난감 반지라는 인식이 많아요. 하지만 저는 비즈반지도 고급스러운 느낌을 내고, 어디든 어울리는 반지라는 것을 알리고 싶어요 🤍 격식있는 자리에도 낄 수 있도록 분위기 있게 만들어보겠습니다 🫧"
31,,,2022-07-09T00:20:20.000Z,"7월 9, 2022","Just two minute i will back
.
.
.
#첫줄 #첫줄반사 #셀스타그램 #친스타그램 #인스타굿 #셀카 #셀피 #좋아요 #좋아요반사 #좋반 #선팔하면맞팔 #선팔맞팔 #선팔 #맞팔 #팔로우 #팔로우미 #인스타데일리 #인친 #인친환영 #소통 #데일리룩 #데일리룩코디 #오오티디룩 #맞팔환영 #사진 #대구 #동성로 #서울핫플 #감성 #갬성"
32,,,2022-07-04T14:39:19.000Z,"7월 4, 2022",#서울#서울강남 #서울카페 #서울숲서울숲언더스탠드에비뉴 #서울맛집 #서울전시회 #서울핫플레이스 #서울맘 #서울카페 #서울호캉스 #서눌에서먹는 #서울숲맛집 #서울디저트 #서울핫플 #서울숲카페
33,잠실새내역,https://www.instagram.com/explore/locations/399935192/,2022-07-01T05:51:52.000Z,"7월 1, 2022","잠실, 잠실새내에 위치한 전체적으로 휼륭히, 깔끔하게 맛있어서😋 데이트, 회식장소로 딱인✨️ 고기집🥩 고반식당 잠실새내점~
칼집✖️ 제대로인 두툼 삼겹살🥩 포함✔️ 목살🍖
육즙 팡팡 터지는💥 촉촉함과💧 쫄깃하면서 부드러운 식감이 겉바속촉으로❗️ 둘 다 너무 맛있는데😋👍💯
(역시 고기는 전부 사랑🥰)
같이 곁들여 먹을 수 있는☝️ 계란찜 포함 다양한👀 밑반찬 중✔️
계속 감탄하게 만들었던‼️ 상추🥬겉절이가
고소한 깨, 참기름맛의 중독성있는😵‍💫 감칠맛이 최고😳💯
(1번 리필했는데👀 양도 푸짐하게🙌 듬뿍 주심🙃)
고기🥩🍖 가득에🙌 구운 마늘🧄, 버섯🍄, 고사리,
매콤하게🔥 청양고추🌶, 상추겉절이까지🥬
상추 쌈 먹으면 진짜 입이 행복해지는 맛이랄까😇💯
.
또한 고기를🥩 직접 정성스럽게 구워🔥 불판 위 돌판에🪨
고기를 쌓아주시는데✔️ (4번 째 영상☝️)
끝까지 따뜻하게 먹을 수 있어서 좋았다👏👏 그 와 걸맞게🙃
깔끔한 벽돌🧱 인테리어와 자리 세팅까지✔️
전체적으로 만족스러운 식사를 할 수 있어서😌
회식장소, 데이트 장소, 코스로 추천😇

•다만..⚠️ 아쉬운 점은💬 메뉴 중에👀 후식으로 필수 코스인🔥
볶음밥이 없다는게👀 좀 아쉽다..😔
그래서 시킨✔️ 된장술밥은🥘 두부, 양파🧅, 애호박, 팽이버섯🍄, 고추🌶, 밥이🍚 들어간☝️ 뚝배기로 나오는데👀
구수한 된장맛이 진하면서✔ 뜨끈하게🔥
졸여서 먹으면 너무 맛있고😌 깔끔하게 사이드로 먹기 좋다👏👏
고기랑🥩 같이 먹으니🙌 더욱 최고😋👍💯

<메뉴>
- 고반 커플세트👉
[숙성 생삼겹살2, 숙성 생목살1] 450g (2인) 41000원
- 촌 된장술밥 6000원
- 소주 5000원
- 사이다 2000원

☑️ 환_협찬
(업체로부터 제품을 제공받아 협찬이여도 솔직하게 작성했습니다.)

#고반식당 #고기맛집 #삼겹살맛집 #목살맛집
#잠실맛집 #잠실맛집추천 #잠실새내맛집 #잠실역맛집 #잠실새내역맛집 #잠실술집 #잠실데이트
#맛집소개 #맛집추천 #음식사진 #먹스타 #먹스타그램 #좋반 #좋아요반사 #좋반사 #맞좋 #맞좋아요 #좋테 #좋아요테러 #좋아요 #좋아요그램 #좋반테러 #좋반튀 #좋아요환영 #좋아요꾹"
34,홍대역,https://www.instagram.com/explore/locations/386700437/,2022-06-16T03:48:23.000Z,"6월 16, 2022","✔️Sweet cheery parfait_스윗 체리 파르페

스윗체리 파르페🍸는 체리시즌에만 주문 가능합니다:)

#areandam #알앤엠
#연남동파르페 #홍대파르페"
35,Are&am,https://www.instagram.com/explore/locations/102978337885813/aream/,2022-06-03T12:09:01.000Z,"6월 3, 2022","✔️Choco banana cake

6.6 현충일 정상 영업합니다. 🇰🇷

#알앤엠 #areandam
#홍대미니케이크 #연남동미니케이크"
